date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,trade_blocked_by_stale_price,blocked_trade_target,stale_price_trade_assets,asset_return,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,price_ffill_QQQ,price_ffill_EWG,price_ffill_EWJ,price_ffill_GLD,price_ffill_CN_CYB_399006,score_QQQ,score_EWG,score_EWJ,score_GLD,score_CN_CYB_399006,r2_QQQ,r2_EWG,r2_EWJ,r2_GLD,r2_CN_CYB_399006,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,virtual_base_realized_vol,realized_vol,base_position_before,base_position_next,actual_position_before,actual_position_next,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,overheat_on,overheat_on_effective,overheat_triggered,overheat_recovered,overheat_feature_missing,overheat_tc,nav_before_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count
2007-10-08,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.434049644210962,2.434049644210962,False,False,,,0.006362078313175701,0.009543117469763551,0.006362078313175701,0.004726453632649896,4.726453632649896e-06,0.009538345911028534,0.9630493765428435,18,0,False,0,0,False,False,False,False,False,1.7170391582896358,2.434049644210962,0.8577704421557819,1.736592124525297,,0.8017905230942473,0.8346162155269432,0.43099447510506017,0.8722009187437738,,0,0.006362078313175701,0.9908850996968758,0.006362078313175701,0.006362078313175701,0.9908850996968758,0.0,0.0,0.1127776461669028,0.1127776461669028,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.49527354636735,0.004726453632649896,0.004726453632649896,0.0,78,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9630493765428435,,,,,,,,,,,,,,,,,,,,,,,
2007-10-09,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.6732096223254325,2.6732096223254325,False,False,,,0.00862084373087546,0.01293126559631319,0.00862084373087546,0.006383091348602266,6.383091348602265e-06,0.012924799963515143,0.9754965970896478,18,0,False,0,0,False,False,False,False,False,2.0951672977859936,2.6732096223254325,1.1585342408270884,1.5438571834222663,,0.8183549076642316,0.8629625132818578,0.547726487662535,0.8621007170339269,,0,0.00862084373087546,0.9994273652966155,0.00862084373087546,0.00862084373087546,0.9994273652966155,0.0,0.0,0.1115059098816425,0.1115059098816425,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4936169086513977,0.006383091348602266,0.006383091348602266,0.0,79,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9754965970896478,,,,,,,,,,,,,,,,,,,,,,,
2007-10-10,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.777945577097563,2.777945577097563,False,False,,,-0.0031338248209296093,-0.004700737231394414,-0.0031338248209296093,0.002361469262178728,2.361469262178728e-06,-0.004703087600010036,0.9709087511400234,18,0,False,0,0,False,False,False,False,False,2.4643386480899454,2.777945577097563,1.4115146968407708,1.38848366037502,,0.8494049357611856,0.8861668702544951,0.6473771401496792,0.8600231473452918,,0,-0.0031338248209296093,0.9962953350125326,-0.0031338248209296093,-0.0031338248209296093,0.9962953350125326,0.0,0.0,0.11153898655050495,0.11153898655050495,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5023614692621787,-0.002361469262178728,0.0,0.002361469262178728,80,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9709087511400234,,,,,,,,,,,,,,,,,,,,,,,
2007-10-11,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.887791632400773,2.887791632400773,False,False,,,0.006573516024598103,0.009860274036897154,0.006573516024598103,0.0048819991687962805,4.881999168796281e-06,0.009855343899878743,0.9804773907779101,18,0,False,0,0,False,False,False,False,False,2.4946681268397572,2.887791632400773,1.6297927380121502,1.3007435627248958,,0.8664151457450169,0.9077990700513998,0.7305270922025722,0.8727218199361992,,0,0.006573516024598103,1.0028444983624698,0.006573516024598103,0.006573516024598103,1.0028444983624698,0.0,0.0,0.1121191115253356,0.1121191115253356,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4951180008312037,0.0048819991687962805,0.0048819991687962805,0.0,81,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9804773907779101,,,,,,,,,,,,,,,,,,,,,,,
2007-10-12,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.936663475548906,2.936663475548906,False,False,,,0.0022710471157458834,0.003406570673618825,0.0022710471157458834,0.0016975026739818322,1.6975026739818322e-06,0.0034048673882820513,0.9838157862707176,18,0,False,0,0,False,False,False,False,False,2.7032547703034,2.936663475548906,1.7925716586838885,1.2924603078588763,,0.8946740034843167,0.9253584682150903,0.7985605042160566,0.8873968055601867,,0,0.0022710471157458834,1.0051220054680174,0.0022710471157458834,0.0022710471157458834,1.0051220054680174,0.0,0.0,0.11105925632303472,0.11105925632303472,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4983024973260182,0.0016975026739818322,0.0016975026739818322,0.0,82,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9838157862707176,,,,,,,,,,,,,,,,,,,,,,,
2007-10-15,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.841582418299543,2.841582418299543,False,False,,,-0.0014166004990433523,-0.0021249007485650284,-0.0014166004990433523,0.0010647127832728032,1.064712783272803e-06,-0.002125963198939318,0.9817242301145706,18,0,False,0,0,False,False,False,False,False,2.672432071599757,2.841582418299543,1.7281554856445065,1.3314962147633427,,0.9033656870412466,0.9300648072924205,0.8037163903375293,0.8965913136125887,,0,-0.0014166004990433523,1.003698149133472,-0.0014166004990433523,-0.0014166004990433523,1.003698149133472,0.0,0.0,0.11102879979339081,0.11102879979339081,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5010647127832728,-0.0010647127832728032,0.0,0.0010647127832728032,83,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9817242301145706,,,,,,,,,,,,,,,,,,,,,,,
2007-10-16,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,EWG,1.0,,,0,,,False,False,EWG,2.4990300728802826,2.4990300728802826,False,False,,,-0.00992888001075709,-0.014893320016135636,-0.00992888001075709,0.007559242221552909,7.5592422215529085e-06,-0.014900766676143706,0.9670957864213166,18,0,False,0,0,False,False,False,False,False,2.484094207927159,2.4990300728802826,1.4068899512094952,1.341897620164811,,0.8886897125132905,0.8963661969838639,0.6759997705038338,0.9063053634340653,,0,-0.00992888001075709,0.9937325506437068,-0.00992888001075709,-0.00992888001075709,0.9937325506437068,0.0,0.0,0.1123019070689507,0.1123019070689507,EWG,EWG,EWG,EWG,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.507559242221553,-0.007559242221552909,0.0,0.007559242221552909,84,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9670957864213166,,,,,,,,,,,,,,,,,,,,,,,
2007-10-17,1.0,v1_0_original_full_entry,full_entry_baseline,EWG,1.0,QQQ,1.0,,,0,QQQ,1.0,False,False,QQQ,2.4114550348443657,2.247803204002572,False,False,,,0.008882603444988257,0.013323905167482386,0.008882603444988257,2.9934256435185547,0.002993425643518555,0.010290595404563785,0.9770477778768367,19,0,False,0,0,False,False,False,False,False,2.4114550348443657,2.247803204002572,1.1204452900959985,1.244611018918988,,0.8907663156094885,0.8796482360810924,0.5502684473304025,0.898818229462383,,0,0.0068648382380982476,1.0005543638558085,0.008882603444988257,0.0068648382380982476,1.0005543638558085,2.0,0.002,0.1117258141249156,0.1117258141249156,EWG,QQQ,EWG,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4934256435185547,0.0065743564814453315,1.5,1.4934256435185547,85,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9770477778768367,,,,,,,,,,,,,,,,,,,,,,,
2007-10-18,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,2.3163843569924336,2.3163843569924336,False,False,,,0.004295200137916622,0.006442800206874932,0.004295200137916622,0.0032007781294429716,3.2007781294429716e-06,0.006439578806771484,0.9833395540404556,19,0,False,0,0,False,False,False,False,False,2.3163843569924336,1.9968450049209898,0.9013252265319851,1.3407293306541561,,0.8903288078180489,0.8638014089823479,0.4519535578028707,0.9003618516625821,,0,0.004295200137916622,1.0048519450974351,0.004295200137916622,0.004295200137916622,1.0048519450974351,0.0,0.0,0.11082445071133792,0.11082445071133792,QQQ,QQQ,QQQ,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.496799221870557,0.0032007781294429716,0.0032007781294429716,0.0,86,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9833395540404556,,,,,,,,,,,,,,,,,,,,,,,
2007-10-19,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.82162577276336,1.82162577276336,False,False,,,-0.02491632998240023,-0.03737449497360035,-0.02491632998240023,0.019412790736609065,1.9412790736609064e-05,-0.03739318222108712,0.9465693589110183,19,0,False,0,0,False,False,False,False,False,1.82162577276336,1.489697162829653,0.560273079656483,1.3559119821677346,,0.780927545313614,0.7384943677016382,0.2319519071881606,0.9081052521720159,,0,-0.02491632998240023,0.9798147224499307,-0.02491632998240023,-0.02491632998240023,0.9798147224499307,0.0,0.0,0.1181116077903183,0.1181116077903183,QQQ,QQQ,QQQ,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.519412790736609,-0.019412790736609065,0.0,0.019412790736609065,87,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9465693589110183,,,,,,,,,,,,,,,,,,,,,,,
2007-10-22,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.5373841632128742,1.5373841632128742,False,False,,,0.012013506878246982,0.018020260317370473,0.012013506878246982,0.008850639333912946,8.850639333912947e-06,0.018011250187211836,0.9636182564539134,19,0,False,0,0,False,False,False,False,False,1.5373841632128742,1.0144726623000904,,1.1944141654655693,,0.728469356515129,0.5461414554451521,0.10615294875858161,0.8599567372577948,,0,0.012013506878246982,0.9915857333574907,0.012013506878246982,0.012013506878246982,0.9915857333574907,0.0,0.0,0.11969139080026918,0.11969139080026918,QQQ,QQQ,QQQ,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.491149360666087,0.008850639333912946,0.008850639333912946,0.0,88,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9636182564539134,,,,,,,,,,,,,,,,,,,,,,,
2007-10-23,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.4935386652633365,1.4935386652633365,False,False,,,0.020916049867862885,0.03137407480179433,0.020916049867862885,0.015209842659572148,1.5209842659572148e-05,0.03135838776439348,0.993835771396644,19,0,False,0,0,False,False,False,False,False,1.4935386652633365,0.780541967981248,,1.1154335096312602,,0.7358141137885796,0.4647386582103865,0.034606079475334006,0.8474643620743254,,0,0.020916049867862885,1.0123257900046574,0.020916049867862885,0.020916049867862885,1.0123257900046574,0.0,0.0,0.12522472139891333,0.12522472139891333,QQQ,QQQ,QQQ,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4847901573404279,0.015209842659572148,0.015209842659572148,0.0,89,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.993835771396644,,,,,,,,,,,,,,,,,,,,,,,
2007-10-24,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.3331071392014877,1.3331071392014877,False,False,,,-0.00756759302123633,-0.011351389531854494,-0.00756759302123633,0.0057408615213039305,5.740861521303931e-06,-0.011357065226620389,0.9825487137163438,19,0,False,0,0,False,False,False,False,False,1.3331071392014877,0.6143226062976981,,1.0534249787818317,,0.7171830585546162,0.40623431570598,0.0003466842058823527,0.8422793087816269,,0,-0.007567593021236441,1.0046649204210005,-0.00756759302123633,-0.007567593021236441,1.0046649204210005,0.0,0.0,0.12599157234274497,0.12599157234274497,QQQ,QQQ,QQQ,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.505740861521304,-0.0057408615213039305,0.0,0.0057408615213039305,90,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9825487137163438,,,,,,,,,,,,,,,,,,,,,,,
2007-10-25,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.0459221521632864,1.0459221521632864,False,False,,,-0.013390438891517142,-0.020085658337275714,-0.013390438891517142,0.010248680666921528,1.0248680666921528e-05,-0.020095701166444324,0.9628037083840258,19,0,False,0,0,False,False,False,False,False,1.0459221521632864,0.5231934804468281,,1.033068701974139,,0.6222384795196901,0.38960981141084805,0.026673992033089622,0.8496164776242829,,0,-0.013390438891517142,0.9912120161976522,-0.013390438891517142,-0.013390438891517142,0.9912120161976522,0.0,0.0,0.12825485829933406,0.12825485829933406,QQQ,QQQ,QQQ,QQQ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5102486806669215,-0.010248680666921528,0.0,0.010248680666921528,91,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9628037083840258,,,,,,,,,,,,,,,,,,,,,,,
2007-10-26,1.0,v1_0_original_full_entry,full_entry_baseline,QQQ,1.0,GLD,1.0,,,0,GLD,1.0,False,False,GLD,1.1899170715283436,0.934906308234142,False,False,,,0.016588001347925818,0.024882002021888727,0.016588001347925818,2.9878610406013566,0.0029878610406013566,0.02181979701683412,0.9838118898680205,20,0,False,0,0,False,False,False,False,False,0.934906308234142,0.49249766100067993,,1.1899170715283436,,0.6113131394061198,0.40863562322850666,0.05603027966195495,0.8372271038607046,,0,0.014554825345229894,1.0056389339735021,0.016588001347925818,0.014554825345229894,1.0056389339735021,2.0,0.002,0.13078378135181715,0.13078378135181715,QQQ,GLD,QQQ,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4878610406013564,0.012138959398643623,1.5,1.4878610406013564,92,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9838118898680205,,,,,,,,,,,,,,,,,,,,,,,
2007-10-29,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.3686491229262558,1.3686491229262558,False,False,,,0.005534821620067465,0.008302232430101197,0.005534821620067465,0.004116936451728392,4.116936451728392e-06,0.008298081313886208,0.9919756409277134,20,0,False,0,0,False,False,False,False,False,0.8554590760255902,0.54426517879635,,1.3686491229262558,,0.612510341078401,0.45261855705743315,0.04613168635791787,0.8389323566523865,,0,0.005534821620067465,1.0112049660872402,0.005534821620067465,0.005534821620067465,1.0112049660872402,0.0,0.0,0.13109856542112183,0.13109856542112183,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4958830635482716,0.004116936451728392,0.004116936451728392,0.0,93,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9919756409277134,,,,,,,,,,,,,,,,,,,,,,,
2007-10-30,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.3959240136081865,1.3959240136081865,False,False,,,-0.009856685168826762,-0.014785027753240143,-0.009856685168826762,0.007503452632029672,7.503452632029673e-06,-0.014792420267116801,0.9773019203523681,20,0,False,0,0,False,False,False,False,False,0.7961884552784768,0.5585470104515133,,1.3959240136081865,,0.616597233416631,0.47853744037877965,0.04770391281423292,0.8518304169687568,,0,-0.009856685168826873,1.001237837095364,-0.009856685168826762,-0.009856685168826873,1.001237837095364,0.0,0.0,0.13215876513881974,0.13215876513881974,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5075034526320297,-0.007503452632029672,0.0,0.007503452632029672,94,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9773019203523681,,,,,,,,,,,,,,,,,,,,,,,
2007-10-31,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.5549417689525709,1.5549417689525709,False,False,,,0.01641893080173551,0.024628396202603264,0.01641893080173551,0.01201820889108629,1.201820889108629e-05,0.02461608200450205,1.0013592645669194,20,0,False,0,0,False,False,False,False,False,0.836876751616396,0.6566656928611332,,1.5549417689525709,,0.6447142128915476,0.5225370784056513,0.025670288318045187,0.8632965565445171,,0,0.01641893080173551,1.0176770918587121,0.01641893080173551,0.01641893080173551,1.0176770918587121,0.0,0.0,0.13524254741586436,0.13524254741586436,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4879817911089137,0.01201820889108629,0.01201820889108629,0.0,95,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0013592645669194,,,,,,,,,,,,,,,,,,,,,,,
2007-11-01,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.5612114202883367,1.5612114202883367,False,False,,,-0.00877642352201835,-0.013164635283027526,-0.00877642352201835,0.006670127436506634,6.670127436506635e-06,-0.013171217600668972,0.9881701437968626,20,0,False,0,0,False,False,False,False,False,0.7092170186361593,0.5210625656702619,,1.5612114202883367,,0.6024729596982097,0.4104302759871419,0.037273259190949704,0.8727580076017348,,0,-0.00877642352201835,1.008745526691904,-0.00877642352201835,-0.00877642352201835,1.008745526691904,0.0,0.0,0.13610834927210994,0.13610834927210994,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5066701274365066,-0.006670127436506634,0.0,0.006670127436506634,96,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.9881701437968626,,,,,,,,,,,,,,,,,,,,,,,
2007-11-02,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.7902415922527108,1.7902415922527108,False,False,,,0.02438087409776024,0.03657131114664036,0.02438087409776024,0.017640518676030892,1.764051867603089e-05,0.03655302549106709,1.0242907522525808,20,0,False,0,0,False,False,False,False,False,0.6527654293616918,0.5541913879617202,,1.7902415922527108,,0.60325333599297,0.44639291588101393,0.05340049907381483,0.8735495206710846,,0,0.02438087409776024,1.0333396243748583,0.02438087409776024,0.02438087409776024,1.0333396243748583,0.0,0.0,0.14260672080631748,0.14260672080631748,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.482359481323969,0.017640518676030892,0.017640518676030892,0.0,97,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0242907522525808,,,,,,,,,,,,,,,,,,,,,,,
2007-11-05,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.9308655750139536,1.9308655750139536,False,False,,,-0.001002152439179449,-0.0015032286587691734,-0.001002152439179449,0.000752745878561889,7.52745878561889e-07,-0.0015039802730985041,1.0227502391672758,20,0,False,0,0,False,False,False,False,False,0.5548245248915453,0.44568484968899935,,1.9308655750139536,,0.5580675267360673,0.3520488021437732,0.12662373570889196,0.8858082176362533,,0,-0.001002152439179449,1.0323040605497902,-0.001002152439179449,-0.001002152439179449,1.0323040605497902,0.0,0.0,0.14237332198577496,0.14237332198577496,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.500752745878562,-0.000752745878561889,0.0,0.000752745878561889,98,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0227502391672758,,,,,,,,,,,,,,,,,,,,,,,
2007-11-06,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,2.2784397947551245,2.2784397947551245,False,False,,,0.021065834547658646,0.03159875182148797,0.021065834547658646,0.015315427517576197,1.5315427517576196e-05,0.031582952445577295,1.0550517113345987,20,0,False,0,0,False,False,False,False,False,0.5448273012601508,0.4320126561022326,,2.2784397947551245,,0.5808785245649002,0.35605402905949624,0.1409864480686419,0.8794935827176334,,0,0.021065834547658646,1.0540504070922083,0.021065834547658646,0.021065834547658646,1.0540504070922083,0.0,0.0,0.14279256667948279,0.14279256667948279,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4846845724824238,0.015315427517576197,0.015315427517576197,0.0,99,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0550517113345987,,,,,,,,,,,,,,,,,,,,,,,
2007-11-07,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,2.6868515021454358,2.6868515021454358,False,False,,,0.009947163889943766,0.01492074583491565,0.009947163889943766,0.007350695064687551,7.3506950646875515e-06,0.014913285461998216,1.0707859986829014,20,0,False,0,0,False,False,False,False,False,0.37736715797467224,0.3671661000195594,,2.6868515021454358,,0.3608837962311491,0.29914173202991035,0.21742652387363437,0.879956456033373,,0,0.009947163889943766,1.0645352192398165,0.009947163889943766,0.009947163889943766,1.0645352192398165,0.0,0.0,0.14281159487345974,0.14281159487345974,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4926493049353124,0.007350695064687551,0.007350695064687551,0.0,100,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0707859986829014,,,,,,,,,,,,,,,,,,,,,,,
2007-11-08,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,2.9924614313322984,2.9924614313322984,False,False,,,-0.00012152853958602439,-0.00018229280937903658,-0.00012152853958602439,9.116302305312018e-05,9.116302305312019e-08,-0.00018238395578373812,1.0705907044966638,20,0,False,0,0,False,False,False,False,False,,0.3877183226284522,,2.9924614313322984,,0.01759960431182228,0.33292355157193776,0.3050531866998576,0.8947093990341687,,0,-0.00012152853958602439,1.0644058478292844,-0.00012152853958602439,-0.00012152853958602439,1.0644058478292844,0.0,0.0,0.13561162012387803,0.13561162012387803,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5000911630230531,-9.116302305312018e-05,0.0,9.116302305312018e-05,101,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0705907044966638,,,,,,,,,,,,,,,,,,,,,,,
2007-11-09,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,3.1630049564558016,3.1630049564558016,False,False,,,-0.0006080876774474664,-0.0009121315161711996,-0.0006080876774474664,0.00045648212982274394,4.56482129822744e-07,-0.0009125875819293583,1.0696136967144112,20,0,False,0,0,False,False,False,False,False,,0.34759452948133185,,3.1630049564558016,,0.06132843485437156,0.30080785092969686,0.38601405408931755,0.9093211823134864,,0,-0.0006080876774473554,1.0637585957494164,-0.0006080876774474664,-0.0006080876774473554,1.0637585957494164,0.0,0.0,0.13550925512611636,0.13550925512611636,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5004564821298227,-0.00045648212982274394,0.0,0.00045648212982274394,102,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.0696136967144112,,,,,,,,,,,,,,,,,,,,,,,
2007-11-12,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,2.4074759959234924,2.4074759959234924,False,False,,,-0.047213400328663724,-0.07082010049299559,-0.047213400328663724,0.03810892838435853,3.8108928384358534e-05,-0.07085551054324213,0.993825672149667,20,0,False,0,0,False,False,False,False,False,,,,2.4074759959234924,,0.20287697153411588,0.08987805992810527,0.4559656625124383,0.7566731851236935,,0,-0.047213400328663724,1.013534935315242,-0.047213400328663724,-0.047213400328663724,1.013534935315242,0.0,0.0,0.15947174505182762,0.15947174505182762,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5381089283843585,-0.03810892838435853,0.0,0.03810892838435853,103,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,0.993825672149667,,,,,,,,,,,,,,,,,,,,,,,
2007-11-13,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.9451762264887007,1.9451762264887007,False,False,,,0.010472537201335452,0.01570880580200318,0.010472537201335452,0.0077329278392932466,7.732927839293247e-06,0.015700951399102214,1.009429680727269,20,0,False,0,0,False,False,False,False,False,,,,1.9451762264887007,,0.289174936684358,0.07503959749086886,0.479921396067414,0.6607311123379218,,0,0.010472537201335452,1.024149217630184,0.010472537201335452,0.010472537201335452,1.024149217630184,0.0,0.0,0.1597851449382193,0.1597851449382193,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4922670721607068,0.0077329278392932466,0.0077329278392932466,0.0,104,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.009429680727269,,,,,,,,,,,,,,,,,,,,,,,
2007-11-14,1.0,v1_0_original_full_entry,full_entry_baseline,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.7176903551728726,1.7176903551728726,False,False,,,0.014661223362570697,0.021991835043856045,0.014661223362570697,0.010759300754546786,1.0759300754546786e-05,0.021980839126334306,1.031617792148682,20,0,False,0,0,False,False,False,False,False,,,,1.7176903551728726,,0.3880235055710367,0.036871541729402546,0.48560106137866754,0.62321796510563,,0,0.014661223362570697,1.0391644980664623,0.014661223362570697,0.014661223362570697,1.0391644980664623,0.0,0.0,0.16174460322385714,0.16174460322385714,GLD,GLD,GLD,GLD,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4892406992454532,0.010759300754546786,0.010759300754546786,0.0,105,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.031617792148682,,,,,,,,,,,,,,,,,,,,,,,
