date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,score_BTC-USD,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,raw_score_BTC-USD,r2_QQQ,r2_GLD,r2_CN_CYB_399006,r2_BTC-USD,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2017-10-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.45296069536669514,0.45296069536669514,False,-0.0036946655885541357,-0.0036946655885541357,-0.0036946655885541357,0.0,0.0,0.0,0.0,-0.0036946655885541357,8.439154397709581,381,0,False,181,160,0.45296069536669514,,0.03373115344709565,,0.45296069536669514,-0.2762465044563851,0.03373115344709565,238.4342400224589,0.5617472311372944,0.5749058318884013,0.005700900415577914,0.7284242020288834,48,,,1.0,1.0,1.0,-0.0036946655885540247,8.315462197487532,-0.03183813955848358,1.0,1.0,False,False,False,False,-0.0036946655885540247,8.315462197487532,-0.0036946655885541357,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.697171685246164,-0.0036946655885541357,False,False,False,False,0.026264287152459653,8.936990127921181,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.47347630666587226,0.47347630666587226,False,0.002697073205152556,0.002697073205152556,0.002697073205152556,0.0,0.0,0.0,0.0,0.002697073205152556,8.46191541490979,381,0,False,181,160,0.47347630666587226,,0.038616054288107104,,0.47347630666587226,-0.26387013924576874,0.038616054288107104,376.35250708687676,0.602488171029466,0.5746851006136386,0.007877872626487092,0.7954618831749647,48,,,1.0,1.0,1.0,0.002697073205152556,8.337889607768835,-0.029226936146436122,1.0,1.0,False,False,False,False,0.002697073205152556,8.337889607768835,0.002697073205152556,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.7179315207539005,0.002697073205152556,False,False,False,False,0.028449259958303275,10.799954807591684,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.4514738570167718,0.4514738570167718,False,-0.006522983787240255,-0.006522983787240255,-0.006522983787240255,0.0,0.0,0.0,0.0,-0.006522983787240255,8.406718477849335,381,0,False,181,160,0.4514738570167718,,0.07944646740130246,,0.4514738570167718,-0.24513128705137843,0.07944646740130246,484.4119976958666,0.5900802852083411,0.5610204795453673,0.03240911176507222,0.8444952056952835,48,,,1.0,1.0,1.0,-0.006522983787240144,8.28350168903756,-0.03555927310304241,1.0,1.0,False,False,False,False,-0.006522983787240144,8.28350168903756,-0.006522983787240255,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.667587578572992,-0.006522983787240255,False,False,False,False,0.0213538389685326,11.278023904722184,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.4337905706855345,0.4337905706855345,False,0.0016923932596355495,0.0016923932596355495,0.0016923932596355495,0.0,0.0,0.0,0.0,0.0016923932596355495,8.4209459515369,381,0,False,181,160,0.4337905706855345,,0.11916254186387887,,0.4337905706855345,-0.2346472352900696,0.11916254186387887,417.99518870299227,0.5847776057390095,0.5714575411348843,0.07033348098517211,0.8468368700568903,48,,,1.0,1.0,1.0,0.0016923932596355495,8.297520631462268,-0.03392706011752389,1.0,1.0,False,False,False,False,0.0016923932596355495,8.297520631462268,0.0016923932596355495,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.6805641521086345,0.0016923932596355495,False,False,False,False,0.022622213679959202,12.121488281520003,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.3921661645773926,0.3921661645773926,False,-0.003784481736948231,-0.003784481736948231,-0.003784481736948231,0.0,0.0,0.0,0.0,-0.003784481736948231,8.38907703537548,381,0,False,181,160,0.3921661645773926,,0.17702794209509354,,0.3921661645773926,-0.22353769208770846,0.17702794209509354,370.2468589454904,0.5352966223239961,0.5788514886589572,0.13800868254790055,0.8510937827095367,48,,,1.0,1.0,1.0,-0.00378448173694812,8.266118816170549,-0.037583145515068916,1.0,1.0,False,False,False,False,-0.00378448173694812,8.266118816170549,-0.003784481736948231,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.65149719734552,-0.003784481736948231,False,False,False,False,0.018414759492497268,11.827689686345156,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.337892261974136,0.337892261974136,False,-0.0031877153556411075,-0.0031877153556411075,-0.0031877153556411075,0.0,0.0,0.0,0.0,-0.0031877153556411075,8.362335045690157,381,0,False,181,160,0.337892261974136,,0.22125210450713828,,0.337892261974136,-0.23595721848034013,0.22125210450713828,324.1301975330967,0.45102280784650006,0.6085978300213231,0.20285846215732795,0.853748575334413,48,,,1.0,1.0,1.0,-0.0031877153556412186,8.239768782288687,-0.040651056500638494,1.0,1.0,False,False,False,False,-0.0031877153556412186,8.239768782288687,-0.0031877153556411075,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.627106402235897,-0.0031877153556411075,False,False,False,False,0.014781113150042824,9.85921523438885,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-27,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.42049367916067215,0.42049367916067215,False,0.029123723377541877,0.029123723377541877,0.029123723377541877,0.0,0.0,0.0,0.0,0.029123723377541877,8.605877378351162,381,0,False,181,160,0.42049367916067215,,0.2224130591750364,,0.42049367916067215,-0.2315928569648169,0.2224130591750364,237.4424452019306,0.5187191042492121,0.6243420905869027,0.21671615076970263,0.8337490709882449,48,,,1.0,1.0,1.0,0.029123723377541877,8.479741528998968,-0.012711243247625958,1.0,1.0,False,False,False,False,0.029123723377541877,8.479741528998968,0.029123723377541877,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.849236139265694,0.029123723377541877,False,False,False,False,0.04340898911285396,11.728591463914048,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.49774342610167577,0.49774342610167577,False,0.002248227174524997,0.002248227174524997,0.002248227174524997,0.0,0.0,0.0,0.0,0.002248227174524997,8.625225345733801,381,0,False,181,160,0.49774342610167577,,0.1314396133908069,,0.49774342610167577,-0.22135921440892392,0.1314396133908069,196.6748472307757,0.5771624720085837,0.6235420296563955,0.07640945571802704,0.8316848774561107,48,,,1.0,1.0,1.0,0.002248227174524997,8.498805914337412,-0.010491593835592283,1.0,1.0,False,False,False,False,0.002248227174524997,8.498805914337412,0.002248227174524997,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.866883005253255,0.002248227174524997,False,False,False,False,0.044714182394424595,11.344090472443595,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-10-31,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.5757000667613097,0.5757000667613097,False,0.0037601619303102574,0.0037601619303102574,0.0037601619303102574,0.0,0.0,0.0,0.0,0.0037601619303102574,8.657657589719177,381,0,False,181,160,0.5757000667613097,,0.08157187013343736,,0.5757000667613097,-0.22073147707760898,0.08157187013343736,180.50504167389448,0.6259165795074311,0.6468662477163416,0.03190026161206949,0.8391629670423912,48,,,1.0,1.0,1.0,0.0037601619303102574,8.5307628007896,-0.006770881997010814,1.0,1.0,False,False,False,False,0.0037601619303102574,8.5307628007896,0.0037601619303102574,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.896463759239813,0.0037601619303102574,False,False,False,False,0.047571078078270546,10.884197881762327,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-01,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.632014879967326,0.632014879967326,False,-0.00032830707548980875,-0.00032830707548980875,-0.00032830707548980875,0.0,0.0,0.0,0.0,-0.00032830707548980875,8.654815219475305,381,0,False,181,160,0.632014879967326,,0.04345131981287831,,0.632014879967326,-0.20979254595444352,0.04345131981287831,186.14233371214377,0.6676978587596096,0.6369758753649081,0.009884212315176555,0.8502390190577865,48,,,1.0,1.0,1.0,-0.00032830707548969773,8.527962091002776,-0.007096966144033656,1.0,1.0,False,False,False,False,-0.00032830707548969773,8.527962091002776,-0.00032830707548980875,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.893871294316305,-0.00032830707548980875,False,False,False,False,0.04621095487436988,10.91569355712529,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-02,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.6558466740968332,0.6558466740968332,False,-0.0019068875282505227,-0.0019068875282505227,-0.0019068875282505227,0.0,0.0,0.0,0.0,-0.0019068875282505227,8.638311460273975,381,0,False,181,160,0.6558466740968332,,,,0.6558466740968332,-0.19779845934295381,-0.03641732773926154,206.62624581119283,0.6956383316377415,0.6163298468032602,0.006712574149492889,0.8615501818403819,48,,,1.0,1.0,1.0,-0.0019068875282505227,8.51170022645005,-0.008990320556055642,1.0,1.0,False,False,False,False,-0.0019068875282505227,8.51170022645005,-0.0019068875282505227,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.878818569595559,-0.0019068875282505227,False,False,False,False,0.04317155125915795,9.67266949106904,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.717004050791074,0.717004050791074,False,0.009617121520986371,0.009617121520986371,0.009617121520986371,0.0,0.0,0.0,0.0,0.009617121520986371,8.72138715132356,381,0,False,181,160,0.717004050791074,,,,0.717004050791074,-0.1987819157640094,-0.1281354664264771,216.8182234967283,0.7260808794750246,0.6411189154944579,0.07400588660970597,0.8712450923942084,48,,,1.0,1.0,1.0,0.009617121520986371,8.593558281878027,0.0,1.0,1.0,False,False,False,False,0.009617121520986371,8.593558281878027,0.009617121520986371,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.954590125221164,0.009617121520986371,False,False,False,False,0.05200702360269971,10.065256701497093,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-06,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.7736900563687694,0.7736900563687694,False,0.003393005168271568,0.003393005168271568,0.003393005168271568,0.0,0.0,0.0,0.0,0.003393005168271568,8.750978863002498,381,0,False,181,160,0.7736900563687694,,,,0.7736900563687694,-0.17481318901681697,-0.17459732522666127,187.35943821003366,0.7509911239225597,0.5401325853919349,0.14237146322322314,0.8754893369414894,48,,,1.0,1.0,1.0,0.003393005168271568,8.622716269542282,0.0,1.0,1.0,False,False,False,False,0.003393005168271568,8.622716269542282,0.003393005168271568,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.981580090627521,0.003393005168271568,False,False,False,False,0.05442506953714665,12.379628755992721,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8086205880698267,0.8086205880698267,False,0.0005850288072342114,0.0005850288072342114,0.0005850288072342114,0.0,0.0,0.0,0.0,0.0005850288072342114,8.756098437728852,381,0,False,181,160,0.8086205880698267,,,,0.8086205880698267,-0.1622327955263705,-0.20137619695221298,159.91721816797366,0.7712752483683154,0.5084983339109663,0.20250434921867622,0.8810248173949514,48,,,1.0,1.0,1.0,0.0005850288072342114,8.627760806956571,0.0,1.0,1.0,False,False,False,False,0.0005850288072342114,8.627760806956571,0.0005850288072342114,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.986249544907785,0.0005850288072342114,False,False,False,False,0.053851517967925755,14.13359177181325,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-08,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8477932292382286,0.8477932292382286,False,0.004028996516543204,0.004028996516543204,0.004028996516543204,0.0,0.0,0.0,0.0,0.004028996516543204,8.79137672783297,381,0,False,181,160,0.8477932292382286,,,,0.8477932292382286,-0.13769902839033776,-0.21285770297100692,151.85672883466572,0.7904278973129117,0.40506152466935696,0.24420268693498393,0.8909609932196687,48,,,1.0,1.0,1.0,0.004028996516543204,8.662522025193367,0.0,1.0,1.0,False,False,False,False,0.004028996516543204,8.662522025193367,0.004028996516543204,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,8.018426116504463,0.004028996516543204,False,False,False,False,0.05680741248976395,16.29781585052599,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-09,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8314576987333091,0.8314576987333091,False,-0.00524252793687352,-0.00524252793687352,-0.00524252793687352,0.0,0.0,0.0,0.0,-0.00524252793687352,8.745287689733726,381,0,False,181,160,0.8314576987333091,,,,0.8314576987333091,-0.10113597144742548,-0.1945622578421149,118.2017469386059,0.796319462708138,0.22847344219923194,0.21337471708034017,0.8863908320613889,48,,,1.0,1.0,1.0,-0.005242527936873409,8.617108511472509,-0.005242527936873409,1.0,1.0,False,False,False,False,-0.005242527936873409,8.617108511472509,-0.00524252793687352,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.976389293578932,-0.00524252793687352,False,False,False,False,0.049715176521361926,16.55614279525522,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-10,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8064798507436917,0.8064798507436917,False,-6.50455029546082e-05,-6.50455029546082e-05,-6.50455029546082e-05,0.0,0.0,0.0,0.0,-6.50455029546082e-05,8.744718848097465,381,0,False,181,160,0.8064798507436917,,,,0.8064798507436917,-0.0956528985577394,-0.14809056147692823,68.37852539488328,0.7974299444876578,0.2207428127921056,0.11710531575904293,0.8203854677983236,48,,,1.0,1.0,1.0,-6.50455029546082e-05,8.616548007315366,-0.005307232436961629,1.0,1.0,False,False,False,False,-6.50455029546082e-05,8.616548007315366,-6.50455029546082e-05,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.97587046532557,-6.50455029546082e-05,False,False,False,False,0.04822808285598135,16.755711666826286,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.7836498469506794,0.7836498469506794,False,0.0012361551256458991,0.0012361551256458991,0.0012361551256458991,0.0,0.0,0.0,0.0,0.0012361551256458991,8.755528677123873,381,0,False,181,160,0.7836498469506794,,,,0.7836498469506794,-0.08563507944260584,-0.08963945610950652,39.33516750796085,0.7984212647392671,0.1930645425180666,0.03898737396187568,0.7381280780713817,48,,,1.0,1.0,1.0,0.0012361551256458991,8.627199397299982,-0.004077637873895701,1.0,1.0,False,False,False,False,0.0012361551256458991,8.627199397299982,0.0012361551256458991,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.985729878482769,0.0012361551256458991,False,False,False,False,0.048301831143007234,17.13597713356881,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.7312722029614573,0.7312722029614573,False,-0.0036393372111366284,-0.0036393372111366284,-0.0036393372111366284,0.0,0.0,0.0,0.0,-0.0036393372111366284,8.723664355806042,381,0,False,181,160,0.7312722029614573,,,,0.7312722029614573,-0.0677552404916324,-0.0474135696935829,24.100989057936093,0.7768053243821194,0.13256257867918297,0.010764724145829963,0.6653189430845357,48,,,1.0,1.0,1.0,-0.0036393372111365174,8.595802109505494,-0.00770213518578422,1.0,1.0,False,False,False,False,-0.0036393372111365174,8.595802109505494,-0.0036393372111366284,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.956667114577922,-0.0036393372111366284,False,False,False,False,0.04335002998756354,16.719627529174144,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-15,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.6518931595224937,0.6518931595224937,False,-0.0046962540892467874,-0.0046962540892467874,-0.0046962540892467874,0.0,0.0,0.0,0.0,-0.0046962540892467874,8.68269581140187,381,0,False,181,160,0.6518931595224937,,,,0.6518931595224937,-0.05406960481471623,-0.054514099813748995,21.730612495479974,0.717959102910877,0.09431753519299557,0.015134366855150017,0.6724984562815655,48,,,1.0,1.0,1.0,-0.0046962540892467874,8.555434038698372,-0.012362218091168886,1.0,1.0,False,False,False,False,-0.0046962540892467874,8.555434038698372,-0.0046962540892467874,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.91930058410431,-0.0046962540892467874,False,False,False,False,0.037435269781176395,15.071230984835534,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-16,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.649322575002016,0.649322575002016,False,0.012779013037683695,0.012779013037683695,0.012779013037683695,0.0,0.0,0.0,0.0,0.012779013037683695,8.793652094378016,381,0,False,181,160,0.649322575002016,,,,0.649322575002016,-0.03912202887870575,-0.037508654473540015,25.587794157526478,0.7300155361228,0.05623057481906635,0.007594308153003881,0.6930511162190744,48,,,1.0,1.0,1.0,0.012779013037683695,8.664764041821941,0.0,1.0,1.0,False,False,False,False,0.012779013037683695,8.664764041821941,0.012779013037683695,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,8.020501429517914,0.012779013037683695,False,False,False,False,0.049085631079279324,14.17660729986667,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.6127288388474199,0.6127288388474199,False,-0.0038175182390215445,-0.0038175182390215445,-0.0038175182390215445,0.0,0.0,0.0,0.0,-0.0038175182390215445,8.760082167120117,381,0,False,181,160,0.6127288388474199,0.017740017132463537,,,0.6127288388474199,0.017740017132463537,-0.09797141582958158,26.3128247779186,0.716212446743753,0.008333343344578692,0.046495268812080326,0.708813639454875,48,,,1.0,1.0,1.0,-0.0038175182390215445,8.631686147055468,-0.0038175182390215445,1.0,1.0,False,False,False,False,-0.0038175182390215445,8.631686147055468,-0.0038175182390215445,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.989883019024631,-0.0038175182390215445,False,False,False,False,0.04354250279334004,12.632956463948123,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
2017-11-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.5654556682869656,0.5654556682869656,False,-0.0007794376174008466,-0.0007794376174008466,-0.0007794376174008466,0.0,0.0,0.0,0.0,-0.0007794376174008466,8.753254229547542,381,0,False,181,160,0.5654556682869656,0.02469541647465201,,,0.5654556682869656,0.02469541647465201,-0.10528290589233025,32.63331996417295,0.6905082477114484,0.018103527550403897,0.05673634817050144,0.7302919510850894,48,,,1.0,1.0,1.0,-0.0007794376174008466,8.624958286170855,-0.004593980339101744,1.0,1.0,False,False,False,False,-0.0007794376174008466,8.624958286170855,-0.0007794376174008466,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,418,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,7.98365540364097,-0.0007794376174008466,False,False,False,False,0.0411896096518749,9.331004618093356,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,191,165,416,1.0,1.0
