date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,cash_return_component,cash_exposure_effective,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_QQQ,score_GLD,score_CN_CYB_399006,raw_score_QQQ,raw_score_GLD,raw_score_CN_CYB_399006,r2_QQQ,r2_GLD,r2_CN_CYB_399006,buffer_blocked_count,target_vol,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,return_before_nav_defense,nav_before_nav_defense,nav_defense_base_dd,nav_defense_scale_effective,nav_defense_scale_next,nav_defense_on_effective,nav_defense_on_next,nav_defense_triggered,nav_defense_recovered,base_return,base_nav,base_gross_return,base_turnover,base_cost,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,nav_defense_enabled,nav_enter_threshold,nav_exit_threshold,nav_defense_scale,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_feature_missing,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count,combined_overlay_scale_effective,combined_overlay_scale_next
2013-05-22,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.581902797071709,1.581902797071709,False,-0.008751458777021437,-0.008751458777021437,-0.008751458777021437,0.0,0.0,0.0,0.0,-0.008751458777021437,2.8068331513417215,183,0,False,82,76,1.581902797071709,,,1.581902797071709,-0.42555531907677013,8.894201869980849,0.863223426054962,0.26026820171059806,0.9388885792112853,31,,,1.0,1.0,1.0,-0.008751458777021548,2.7707449319770037,-0.009151630369720887,1.0,1.0,False,False,False,False,-0.008751458777021548,2.7707449319770037,-0.008751458777021437,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5642431102048917,-0.008751458777021437,False,False,False,False,0.057917439538292426,27.915405604385654,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-23,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.425239737127952,1.425239737127952,False,-0.0023095593396389447,-0.0023095593396389447,-0.0023095593396389447,0.0,0.0,0.0,0.0,-0.0023095593396389447,2.800350603622232,183,0,False,82,76,1.425239737127952,,,1.425239737127952,-0.4261521770569311,8.19746029130519,0.829586758570313,0.28780118498896967,0.9317159877645159,31,,,1.0,1.0,1.0,-0.0023095593396389447,2.764345732141599,-0.011440053475966439,1.0,1.0,False,False,False,False,-0.0023095593396389447,2.764345732141599,-0.0023095593396389447,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.558320838580613,-0.0023095593396389447,False,False,False,False,0.0536739599692746,21.959344963686007,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.2498460148191084,1.2498460148191084,False,-0.000544192902014129,-0.000544192902014129,-0.000544192902014129,0.0,0.0,0.0,0.0,-0.000544192902014129,2.79882667270059,183,0,False,82,76,1.2498460148191084,,,1.2498460148191084,-0.44516750566309593,8.213093821112322,0.7825702159568679,0.3441597931435395,0.9360311547655973,31,,,1.0,1.0,1.0,-0.000544192902014129,2.7628413948154544,-0.011978020782080323,1.0,1.0,False,False,False,False,-0.000544192902014129,2.7628413948154544,-0.000544192902014129,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5569286185391826,-0.000544192902014129,False,False,False,False,0.05148530214238778,16.762939981322752,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-27,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.0687003959054882,1.0687003959054882,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79882667270059,183,0,False,82,76,1.0687003959054882,,,1.0687003959054882,-0.46950996325958794,8.382576570062751,0.7256199421154284,0.41483476698316357,0.9404235539491688,31,,,1.0,1.0,1.0,0.0,2.7628413948154544,-0.011978020782080323,1.0,1.0,False,False,False,False,0.0,2.7628413948154544,0.0,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5569286185391826,0.0,False,False,False,False,0.049667812687695934,10.636670723458597,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-28,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.9314539428877404,0.9314539428877404,False,0.006538508407986976,0.006538508407986976,0.006538508407986976,0.0,0.0,0.0,0.0,0.006538508407986976,2.817126824432541,183,0,False,82,76,0.9314539428877404,,,0.9314539428877404,-0.49695787769262734,7.3525707195851915,0.6927078873742841,0.5031571489808908,0.9238146524785188,31,,,1.0,1.0,1.0,0.006538508407986976,2.7809062565053897,-0.005517830763688059,1.0,1.0,False,False,False,False,0.006538508407986976,2.7809062565053897,0.006538508407986976,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5736471178101237,0.006538508407986976,False,False,False,False,0.05465015688715469,5.608582768161844,True,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-29,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.7671362924931635,0.7671362924931635,False,-0.004736672284690102,-0.004736672284690102,-0.004736672284690102,0.0,0.0,0.0,0.0,-0.004736672284690102,2.8037830178807943,183,0,False,82,76,0.7671362924931635,,,0.7671362924931635,-0.4945971454996091,6.526763933463082,0.6301536602308032,0.5309462942322414,0.910117665229998,31,,,1.0,1.0,1.0,-0.004736672284690102,2.7677340149138794,-0.0102283668923282,1.0,1.0,False,False,False,False,-0.004736672284690102,2.7677340149138794,-0.004736672284690102,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5614565948366197,-0.004736672284690102,False,False,False,False,0.04804521826783881,-1.362395145167446,False,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-30,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.6419041993980255,0.6419041993980255,False,0.005303552021037383,0.005303552021037383,0.005303552021037383,0.0,0.0,0.0,0.0,0.005303552021037383,2.8186530269718264,183,0,False,82,76,0.6419041993980255,,,0.6419041993980255,-0.45901690025874986,5.886397454595178,0.5956160695909231,0.46517862148526024,0.9002241558675939,31,,,1.0,1.0,1.0,0.005303552021037383,2.78241283624237,-0.004979061547194408,1.0,1.0,False,False,False,False,0.005303552021037383,2.78241283624237,0.005303552021037383,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5750414131369648,0.005303552021037383,False,False,False,False,0.05185846099487934,-4.409342357854534,False,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-05-31,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.4794269304928158,0.4794269304928158,False,-0.00919823083756599,-0.00919823083756599,-0.00919823083756599,0.0,0.0,0.0,0.0,-0.00919823083756599,2.7927264057787355,183,0,False,82,76,0.4794269304928158,,,0.4794269304928158,-0.45602016680828983,5.191506830056107,0.4925372440321514,0.48506595874261715,0.8844915081833088,31,,,1.0,1.0,1.0,-0.00919823083756599,2.756819560689206,-0.01413149382729495,1.0,1.0,False,False,False,False,-0.00919823083756599,2.756819560689206,-0.00919823083756599,0.0,0.0,QQQ,QQQ,QQQ,QQQ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,199,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.551355587802639,-0.00919823083756599,False,False,False,False,0.04069623438321335,-7.4124330804198,False,False,0.0,QQQ,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,87,79,197,1.0,1.0
2013-06-03,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,QQQ,1.0,CN_CYB_399006,0.25,CN_CYB_399006,2013-06-03,0,CN_CYB_399006,0.25,True,False,CN_CYB_399006,4.145667847251959,0.3576065117698428,False,0.0017750821277606743,0.0017750821277606743,0.0017750821277606743,0.0,0.0,1.25,0.00125,0.0005228632751010931,2.7941866198537224,184,0,False,83,76,0.3576065117698428,,4.145667847251959,0.3576065117698428,-0.40535904798441547,4.145667847251959,0.4001977644468001,0.3873174514281521,0.8239438783450486,31,,,1.0,1.0,1.0,0.0005228632751010931,2.7582610003935706,-0.013616019391338385,1.0,1.0,False,False,False,False,0.0005228632751010931,2.7582610003935706,0.0017750821277606743,1.25,0.00125,QQQ,CN_CYB_399006,QQQ,CN_CYB_399006,1.0,1.0,1.0,1.0,0.25,0.25,1.0,-0.75,0.25,1.0,200,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.552689597941225,0.0005228632751010931,False,False,False,False,0.1359395217024395,19.472931640231153,True,False,0.0,CN_CYB_399006,1.0,0.25,CN_CYB_399006,0.25,CN_CYB_399006,2013-06-03,0,True,False,HALF_POSITION_WAIT_DOWN,CN_CYB_399006,2013-06-03,0,True,False,88,79,198,1.0,1.0
2013-06-04,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,0.25,CN_CYB_399006,1.0,,,0,CN_CYB_399006,1.0,False,True,CN_CYB_399006,2.8687898265993765,2.8687898265993765,False,-0.028205479139578826,-0.00696339199951887,-0.0070513697848947066,8.797778537583678e-05,0.75,0.7553477603365579,0.0007553477603365579,-0.007713479977304316,2.7726337173086293,185,0,False,83,77,0.23565985755336571,,2.8687898265993765,0.23565985755336571,-0.3677936807371375,2.8687898265993765,0.25633295829963054,0.33489025812010853,0.6624508466220167,31,,,1.0,1.0,1.0,-0.0077081694555194424,2.7369998571999865,-0.021219234262079723,1.0,1.0,False,False,False,False,-0.0077081694555194424,2.7369998571999865,-0.00696339199951887,0.75,0.00075,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,0.25,1.0,1.0,0.24465223966344207,0.7553477603365579,0.7553477603365579,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5329994778392324,-0.007713479977304316,False,False,False,False,0.10123732398877916,6.652786386251472,True,False,0.0,CN_CYB_399006,0.25,1.0,CN_CYB_399006,1.0,,,0,False,True,FULL_POSITION,,,0,False,True,88,80,199,1.0,1.0
2013-06-05,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,2.0443930919417603,2.0443930919417603,False,0.010069831582653732,0.010069831582653732,0.010069831582653732,0.0,0.0,0.0,0.0,0.010069831582653732,2.8005536718823145,185,0,False,83,77,0.08723866281168635,,2.0443930919417603,0.08723866281168635,-0.3194764620027265,2.0443930919417603,0.044370908144585774,0.266274043945414,0.5392100412857479,31,,,1.0,1.0,1.0,0.010069831582653732,2.7645609848037376,-0.01136307679475812,1.0,1.0,False,False,False,False,0.010069831582653732,2.7645609848037376,0.010069831582653732,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.558506355980023,0.010069831582653732,False,False,False,False,0.10973983615668104,-1.477894781240954,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-06,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,1.347368264575978,1.347368264575978,False,-0.010288974355995073,-0.010288974355995073,-0.010288974355995073,0.0,0.0,0.0,0.0,-0.010288974355995073,2.7717388469697295,185,0,False,83,77,,,1.347368264575978,-0.010233711048702077,-0.24425428654009917,1.347368264575978,0.0007831632066087613,0.160113168436398,0.38032689941655395,31,,,1.0,1.0,1.0,-0.010288974355995073,2.7361164877255075,-0.021535136745006622,1.0,1.0,False,False,False,False,-0.010288974355995073,2.7361164877255075,-0.010288974355995073,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5321819496936944,-0.010288974355995073,False,False,False,False,0.09548105624167147,-9.792605826604747,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-07,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.8891530648769697,0.8891530648769697,False,0.007835598211577643,0.007835598211577643,0.007835598211577643,0.0,0.0,0.0,0.0,0.007835598211577643,2.793457078922006,185,0,False,83,77,,,0.8891530648769697,-0.0402549130845693,-0.22934203671555486,0.8891530648769697,0.01559445566401274,0.1540499843691867,0.2599321092989434,31,,,1.0,1.0,1.0,0.007835598211577643,2.757555597183398,-0.013868279212394197,1.0,1.0,False,False,False,False,0.007835598211577643,2.757555597183398,0.007835598211577643,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5520231100501034,0.007835598211577643,False,False,False,False,0.10081167851325112,-17.963621791056394,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-13,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.5475213692446383,0.5475213692446383,False,-0.0008387217647325418,-0.0008387217647325418,-0.0008387217647325418,0.0,0.0,0.0,0.0,-0.0008387217647325418,2.791114145671068,185,0,False,83,77,,,0.5475213692446383,-0.0887942611414092,-0.20179263338826325,0.5475213692446383,0.09153244002580974,0.13308636154918152,0.15106484593028813,31,,,1.0,1.0,1.0,-0.0008387217647324308,2.7552427752865802,-0.014695369349511878,1.0,1.0,False,False,False,False,-0.0008387217647324308,2.7552427752865802,-0.0008387217647325418,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.549882672723604,-0.0008387217647325418,False,False,False,False,0.09676061846454997,-26.38250076950312,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-14,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.48447129877944484,0.48447129877944484,False,0.037766388963105024,0.037766388963105024,0.037766388963105024,0.0,0.0,0.0,0.0,0.037766388963105024,2.896524448136906,185,0,False,83,77,,,0.48447129877944484,-0.1414275139866198,-0.15696750458213726,0.48447129877944484,0.22762188120819316,0.09184209017535261,0.14120611619941625,31,,,1.0,1.0,1.0,0.037766388963105024,2.859298345625838,0.0,1.0,1.0,False,False,False,False,0.037766388963105024,2.859298345625838,0.037766388963105024,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.6461825335519658,0.037766388963105024,False,False,False,False,0.133584988292057,-31.684335503247137,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-17,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.4603525541028346,0.4603525541028346,False,0.005190296841165232,0.005190296841165232,0.005190296841165232,0.0,0.0,0.0,0.0,0.005190296841165232,2.911558269830429,185,0,False,83,77,,,0.4603525541028346,-0.15231730306581326,-0.12851691210583094,0.4603525541028346,0.28557487532177295,0.07147147553196442,0.14266086501855813,31,,,1.0,1.0,1.0,0.005190296841165232,2.8741389527970886,0.0,1.0,1.0,False,False,False,False,0.005190296841165232,2.8741389527970886,0.005190296841165232,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.659917006397007,0.005190296841165232,False,False,False,False,0.1346591283468539,-33.158644455532,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-18,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.43502416033181546,0.43502416033181546,False,-0.000708770027875727,-0.000708770027875727,-0.000708770027875727,0.0,0.0,0.0,0.0,-0.000708770027875727,2.9094946445943592,185,0,False,83,77,,,0.43502416033181546,-0.13407376907976432,-0.14012317971787636,0.43502416033181546,0.2268708306759274,0.09208809158865905,0.14286774744121133,31,,,1.0,1.0,1.0,-0.0007087700278756159,2.872101849251396,-0.0007087700278756159,1.0,1.0,False,False,False,False,-0.0007087700278756159,2.872101849251396,-0.000708770027875727,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.658031736946236,-0.000708770027875727,False,False,False,False,0.12926248752761538,-35.62821347838811,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-19,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.3859400772395525,0.3859400772395525,False,-0.004944404574389827,-0.004944404574389827,-0.004944404574389827,0.0,0.0,0.0,0.0,-0.004944404574389827,2.8951089259644642,185,0,False,83,77,,,0.3859400772395525,-0.14855746570605632,-0.18494566862538853,0.3859400772395525,0.2919483158132228,0.1491706447809491,0.13168375795996878,31,,,1.0,1.0,1.0,-0.004944404574389827,2.857901015729844,-0.005649670156497422,1.0,1.0,False,False,False,False,-0.004944404574389827,2.857901015729844,-0.004944404574389827,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.6448893526672057,-0.004944404574389827,False,False,False,False,0.119482019256681,-37.04358411138472,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-20,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.18643379136157034,0.18643379136157034,False,-0.035683877766069516,-0.035683877766069516,-0.035683877766069516,0.0,0.0,0.0,0.0,-0.035683877766069516,2.7918002129308914,185,0,False,83,77,,,0.18643379136157034,-0.22460232452245754,-0.35684203106032353,0.18643379136157034,0.3966702183373213,0.23144830541905936,0.03958417877376352,31,,,1.0,1.0,1.0,-0.035683877766069516,2.7559200252170144,-0.04113194578328394,1.0,1.0,False,False,False,False,-0.035683877766069516,2.7559200252170144,-0.035683877766069516,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.5505094443018503,-0.035683877766069516,False,False,False,False,0.0761978394709466,-39.82149004300692,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-21,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CN_CYB_399006,1.0,,,0,,,False,False,CN_CYB_399006,0.02241201427571249,0.02241201427571249,False,-0.003915386468362203,-0.003915386468362203,-0.003915386468362203,0.0,0.0,0.0,0.0,-0.003915386468362203,2.7808692361548113,185,0,False,83,77,,,0.02241201427571249,-0.2944071547160275,-0.4558556724258803,0.02241201427571249,0.48364424286575836,0.32158705309793123,0.0007048559847970814,31,,,1.0,1.0,1.0,-0.003915386468362314,2.745129533242391,-0.04488628478770895,1.0,1.0,False,False,False,False,-0.003915386468362314,2.745129533242391,-0.003915386468362203,0.0,0.0,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,CN_CYB_399006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,201,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.540523214136201,-0.003915386468362203,False,False,False,False,0.06858069543671319,-41.74488848866854,False,False,0.0,CN_CYB_399006,1.0,1.0,,,,,0,False,False,FULL_POSITION,,,0,False,False,88,80,199,1.0,1.0
2013-06-24,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CN_CYB_399006,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,-0.052699325302755784,-0.052699325302755784,-0.052699325302755784,0.0,0.0,1.0,0.001,-0.053646625977453066,2.6316849843506085,186,0,False,83,77,,,,-0.36724333045003443,-0.543576552828435,-0.25517009359572684,0.5458780297175378,0.4102479504300749,0.0754869923815179,31,,,1.0,1.0,1.0,-0.053646625977453066,2.597862595912876,-0.09612491303363835,1.0,1.0,False,False,False,False,-0.053646625977453066,2.597862595912876,-0.052699325302755784,1.0,0.001,CN_CYB_399006,CASH,CN_CYB_399006,CASH,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,202,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.4042327154803993,-0.053646625977453066,False,False,False,False,,,False,False,0.0,CASH,1.0,0.0,CASH,0.0,,,0,False,False,CASH,,,0,False,False,88,80,200,1.0,1.0
2013-06-25,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,2.6319936907729153,186,0,False,83,77,,,,-0.4046762922695727,-0.6120294280535941,-0.40253215558032873,0.6099767227031367,0.494306292528504,0.19356842751767767,31,,,1.0,1.0,1.0,0.00011730371383444904,2.5981673348434082,-0.09601888512909473,1.0,1.0,False,False,False,False,0.00011730371383444904,2.5981673348434082,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.4045147409068472,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,88,80,200,1.0,1.0
2013-06-26,1.3,v1_3_three_asset_cash3_nav_overheat,entry_25_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.00011730371383444904,0.0,0.00011730371383444904,1.0,0.0,0.0,0.00011730371383444904,2.6323024334076317,186,0,False,83,77,,,,-0.41204504104756,-0.7081372751828034,-0.3990378654648816,0.6377384036274867,0.5633989713747979,0.202257341133382,31,,,1.0,1.0,1.0,0.00011730371383444904,2.598472109520949,-0.09591284478708417,1.0,1.0,False,False,False,False,0.00011730371383444904,2.598472109520949,0.00011730371383444904,0.0,0.0,CASH,CASH,CASH,CASH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,True,0.2,0.05,0.5,0.15,0.13,0.0,same_side_or_exit,2.404796799415925,0.00011730371383444904,False,False,False,False,,,False,False,0.0,CASH,0.0,0.0,,,,,0,False,False,CASH,,,0,False,False,88,80,200,1.0,1.0
