date,candidate,step_order,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,asset_return,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_159915.SZ,score_159941.SZ,score_513030.SH,score_513520.SH,score_159985.SZ,score_518880.SH,r2_159915.SZ,r2_159941.SZ,r2_513030.SH,r2_513520.SH,r2_159985.SZ,r2_518880.SH,buffer_blocked_count,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_feature_missing,exposure_effective,final_exposure_after_overheat,r2_threshold,switch_buffer,entry_mode,initial_fraction,target_vol_enabled,overheat_enabled,source_policy,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,base_position_before,base_position_next,actual_position_before,actual_position_next,overheat_scale,final_exposure,drifted_exposure_before_trade,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,version,virtual_base_realized_vol,rebalance_delta,buy_delta,sell_delta,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count
2020-09-29,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,0.7488810638445755,0.7488810638445755,False,-0.0083256244218314,-0.0063293449364554,-0.0083256244218314,0.0015272876090022,1.5272876090022258e-06,-0.0063308625573343,1.2580359464990944,62,0,False,35,25,,,,,0.7488810638445755,,0.4339655554948498,0.6380931608028979,0.6708076888239044,0.1790364074820954,0.4923090895944548,0.6045055003619991,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0083256244218314,1.3113149897674494,-0.0083256244218314,-0.0083256244218314,1.3113149897674494,0.0,0.0,0.3299316319804095,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7586973653141554,144.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2580359464990944,-0.0063308625573343,0.0386087293513541,12.546362161016535,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-09-30,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,0.6224099921092607,0.6224099921092607,False,0.0055970149253732,0.0042549887290475,0.0055970149253732,0.0010159186767961,1.0159186767961793e-06,0.0042539684876481,1.2633875917718302,62,0,False,35,25,,,,,0.6224099921092607,,0.3466872365006652,0.5761113197621043,0.6856271754594536,0.1992476446339794,0.4282857515772169,0.596628003864823,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0055970149253732,1.3186544393370434,0.0055970149253732,0.0055970149253732,1.3186544393370434,0.0,0.0,0.3299736220126767,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7612405715999538,145.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2633875917718302,0.0042539684876481,0.0431753302259569,8.345099352233477,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-09,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,0.9134890508059184,0.9134890508059184,False,0.0575139146567715,0.0437234958081962,0.0575139146567715,0.0100446300432329,1.0044630043232972e-05,0.0437130119918134,1.3186140687212606,62,0,False,35,25,,,,0.1563608517544079,0.9134890508059184,,0.0859169297160299,0.3939788958411736,0.615971047125115,0.2495857952299405,0.4544480519608432,0.5764231061599874,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0575139146567715,1.394495418222847,0.0575139146567715,0.0575139146567715,1.394495418222847,0.0,0.0,0.3438348244650207,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7702692829663906,146.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3186140687212606,0.0437130119918134,0.100793408114328,10.781270021370991,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-12,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,1.2526556986178576,1.2526556986178576,False,0.0078947368421053,0.0060017735757092,0.0078947368421053,0.0014304918539828,1.4304918539828071e-06,0.006000334498367,1.3265261942078408,62,0,False,35,25,,,,0.1647272100046,1.2526556986178576,,0.0139839714570794,0.2018786887659545,0.491258677864996,0.284902182743165,0.500380795791828,0.4655636696028732,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0078947368421053,1.4055045925772385,0.0078947368421053,0.0078947368421053,1.4055045925772385,0.0,0.0,0.3439290039757938,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7616551447771405,147.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3265261942078408,0.006000334498367,0.107025291047772,15.66592143063894,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-13,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,1.3690046036008483,1.3690046036008483,False,-0.0174064403829417,-0.0132328050987494,-0.0174064403829417,0.0032154498566101,3.215449856610153e-06,-0.0132359779991848,1.3089683226859634,62,0,False,35,25,,,,0.1876505112144477,1.3690046036008483,,0.1368734427963247,0.0663375192028291,0.3699637069267082,0.3536676676105847,0.5384932878364029,0.3807284607595574,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0174064403829417,1.3810397606785918,-0.0174064403829417,-0.0174064403829417,1.3810397606785918,0.0,0.0,0.3443934428425957,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7570092030665475,148.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3089683226859634,-0.0132359779991848,0.0855073392731236,16.93214196852716,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-14,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,1.40775108109519,1.40775108109519,False,-0.0017714791851195,-0.0013467221486681,-0.0017714791851195,0.0003233462281401,3.2334622814012e-07,-0.0013470450594387,1.3072050833739275,62,0,False,35,25,1.2081789793931563,,,0.2067749768597506,1.40775108109519,,0.2865498716548781,0.0069198601010413,0.3138091392445896,0.415349186881697,0.5612233014364223,0.3724168966035226,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0017714791851194,1.3785932774887273,-0.0017714791851195,-0.0017714791851194,1.3785932774887273,0.0,0.0,0.343164665089134,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7599013066950175,149.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3072050833739275,-0.0013470450594387,0.0813490477028127,17.39534588785071,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-15,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159915.SZ,0.5,159915.SZ,2020-10-15,0,159915.SZ,0.5,True,False,159915.SZ,1.6753842537767638,1.4051931665381971,False,0.0,0.0,0.0,1.1403369793847364,0.0011403369793847,-0.0011403369793847,1.3057144290777165,63,0,False,36,25,1.6753842537767638,,,0.1871725969208444,1.4051931665381971,,0.420538504268789,1.1952540228787887e-05,0.3088327498495825,0.3801053045457423,0.5756172526396854,0.3696926223103896,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.3801123264615788,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0014999999999999,1.3765253875724943,0.0,-0.0014999999999999,1.3765253875724943,1.5,0.0015,0.3383951258477196,159985.SZ,159915.SZ,159985.SZ,159915.SZ,1.0,0.3801123264615788,0.7602246529231577,150.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3057144290777165,-0.0011403369793847,0.0259388308168795,40.23331274393913,True,0.0,159915.SZ,1.0,0.5,159915.SZ,0.5,159915.SZ,2020-10-15,0.0,True,False,,,,,,,,,,,,,,
2020-10-16,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,0.5,159915.SZ,1.0,,,0,159915.SZ,1.0,False,True,159915.SZ,1.988435040265867,1.988435040265867,False,-0.0060377358490566,-0.0022950178201453,-0.0030188679245283,0.3815382522439187,0.0003815382522439,-0.0026756804353014,1.3022207545257425,64,0,False,36,26,1.988435040265867,,,0.1484583551037952,1.5296225537516448,,0.5181973817117029,0.0089141599362255,0.3285258272176246,0.2713866014901585,0.6120988944049234,0.3435693462224755,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.3801123264615788,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0035173584905658,1.3716836543130366,-0.0030188679245283,-0.0035173584905658,1.3716836543130366,0.5,0.0005,0.3275255893301408,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,0.7602246529231577,0.378686400679239,151.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3022207545257425,-0.0026756804353014,0.0192446599938087,40.36408391141005,True,0.0,159915.SZ,0.5,1.0,159915.SZ,1.0,,,0.0,False,True,,,,,,,,,,,,,,
2020-10-19,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.008254549350519,2.008254549350519,False,-0.0129081245254365,-0.0098130744872389,-0.0129081245254365,0.0023762516757632,2.3762516757632747e-06,-0.0098154274205799,1.2894389012241223,64,0,False,36,26,2.008254549350519,,,0.1352092140700518,1.6046137710145234,,0.5508738454421758,0.0375642502697779,0.3267603608574803,0.2522022766063158,0.6417494778436854,0.3031568945195881,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0129081245254365,1.353977790893658,-0.0129081245254365,-0.0129081245254365,1.353977790893658,0.0,0.0,0.3286452363861844,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,0.7602246529231577,0.7578484012473944,152.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2894389012241223,-0.0098154274205799,0.0059778297962895,40.1525561246476,True,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-20,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.1413458663389084,2.1413458663389084,False,0.0173076923076922,0.0131577343775161,0.0173076923076922,0.0031139280884551,3.1139280884551203e-06,0.013154579477189,1.3064009277312545,64,0,False,36,26,2.1413458663389084,,,,1.660770026063357,,0.5984675943070636,0.0497688847903696,0.3446657609608592,0.1147147532342887,0.668336208988715,0.2847839606423453,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0173076923076922,1.3774120218898944,0.0173076923076922,0.0173076923076922,1.3774120218898944,0.0,0.0,0.3295383926736923,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,0.7602246529231577,0.7633385810116128,153.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.3064009277312545,0.013154579477189,0.0231646540775078,43.84831863643996,True,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-21,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.9965947163285216,1.9965947163285216,False,-0.0124763705103969,-0.0094848444410072,-0.0124763705103969,0.0022960091575064,2.296009157506496e-06,-0.0094871186728751,1.2940069470955138,64,0,False,36,26,1.9965947163285216,,,,1.658347754884136,,0.5878951099196972,0.0565011119719249,0.3607815083345402,0.0505168207939538,0.6848175235949838,0.2336665343918773,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0124763705103969,1.360226919159321,-0.0124763705103969,-0.0124763705103969,1.360226919159321,0.0,0.0,0.3306330380674696,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,0.7602246529231577,0.7579286437656512,154.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2940069470955138,-0.0094871186728751,0.0106012535788904,46.785388425582745,True,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-22,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.6435613854794835,1.6435613854794835,False,-0.0114854517611027,-0.0087315235787499,-0.0114854517611027,0.0021120454714376,2.112045471437618e-06,-0.0087336171828464,1.2827055857876375,64,0,False,36,26,1.6435613854794835,,,,1.6162370672440152,,0.5092740568512535,0.0173465231696103,0.4107245860261321,0.01268908388549,0.6934606171882403,0.172970764231545,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0114854517611027,1.3446040984951633,-0.0114854517611027,-0.0114854517611027,1.3446040984951633,0.0,0.0,0.3315862664808234,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.0,0.7602246529231577,0.75811260745172,155.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2827055857876375,-0.0087336171828464,-0.00038714672861,44.55927760024431,False,0.0,159915.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-23,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159915.SZ,1.0,159985.SZ,0.5,159985.SZ,2020-10-23,0,159985.SZ,0.5,True,False,159985.SZ,1.4225724326639564,1.0850663491409973,False,-0.0255615801704104,-0.0194325434132177,-0.0255615801704104,1.1355851952925855,0.0011355851952925,-0.0205460612999034,1.2563510381923164,65,0,False,37,26,1.0850663491409973,,,,1.4225724326639564,,0.310918449840398,0.0004842674796572,0.4453796342089552,0.009071540439827,0.6476783948035539,0.1380771453649238,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.3801123264615788,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0270232378001548,1.3082685421944658,-0.0255615801704104,-0.0270232378001548,1.3082685421944658,1.5,0.0015,0.3354847682087526,159915.SZ,159985.SZ,159915.SZ,159985.SZ,1.0,0.3801123264615788,0.7554728688310066,156.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2563510381923164,-0.0205460612999034,0.070043205399098,18.768777351673425,True,0.0,159985.SZ,1.0,0.5,159985.SZ,0.5,159985.SZ,2020-10-23,0.0,True,False,,,,,,,,,,,,,,
2020-10-26,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,0.5,159985.SZ,0.5,159985.SZ,2020-10-23,2,,,False,False,159985.SZ,1.3172083561967725,1.3172083561967725,False,0.0070733863837311,0.0026886813542816,0.0035366931918655,0.0016622112731348,1.6622112731348727e-06,0.002687014673852,1.2597268718674484,65,0,False,37,26,,,,,1.3172083561967725,,0.1899151704381506,0.0115882030729377,0.4826898062334114,4.248090098268875e-05,0.6317619096524058,0.1336085762429069,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.3801123264615788,0.3801123264615788,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0035366931918656,1.312895486640777,0.0035366931918655,0.0035366931918656,1.312895486640777,0.0,0.0,0.3354646025075095,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.3801123264615788,0.3817745377347137,157.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2597268718674484,0.002687014673852,0.0760340728377761,20.706537155764565,True,0.0,159985.SZ,0.5,0.5,,,159985.SZ,2020-10-23,1.0,False,False,,,,,,,,,,,,,,
2020-10-27,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,0.5,159985.SZ,1.0,,,0,159985.SZ,1.0,False,True,159985.SZ,1.1667400228142002,1.1667400228142002,False,-0.0035118525021948,-0.0013348984247992,-0.0017559262510974,0.3809409196282507,0.0003809409196282,-0.0017153308269938,1.2575660235305417,66,0,False,37,27,,,,,1.1667400228142002,,0.1273604699173647,0.035322408439845,0.533127492939092,0.0006893161044548,0.5917899858218526,0.0696275714963413,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.3801123264615788,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0022550482879718,1.3099348439213416,-0.0017559262510974,-0.0022550482879718,1.3099348439213416,0.5,0.0005,0.3354243179535627,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.3792837332949069,158.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2575660235305417,-0.0017153308269938,0.0708389024294362,20.309972155247795,True,0.0,159985.SZ,0.5,1.0,159985.SZ,1.0,,,0.0,False,True,,,,,,,,,,,,,,
2020-10-28,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,0.9703891601820224,0.9703891601820224,False,-0.0044052863436124,-0.0033490072815999,-0.0044052863436124,0.000805707704277,8.057077042770145e-07,-0.0033498102909832,1.2533534159233282,66,0,False,37,27,,,,,0.9703891601820224,,0.0894137626220166,0.0851202861595366,0.5863925685439912,0.0022252801758768,0.5168576838785978,0.0220778210547172,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0044052863436124,1.3041642058423928,-0.0044052863436124,-0.0044052863436124,1.3041642058423928,0.0,0.0,0.3328868382351646,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7594189452188806,159.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2533534159233282,-0.0033498102909832,0.0642973753610447,16.620436731566347,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-29,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,0.7093288386885026,0.7093288386885026,False,-0.0097345132743361,-0.007400416975358,-0.0097345132743361,0.0017876670302165,1.7876670302165998e-06,-0.0074021914129068,1.244075854030643,66,0,False,37,27,,,,,0.7093288386885026,,0.0769421594834803,0.1680351749661645,0.6384109983781325,0.00075552708513,0.3714620716684521,0.0494737655703091,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0097345132743361,1.291468802068706,-0.0097345132743361,-0.0097345132743361,1.291468802068706,0.0,0.0,0.3334244715680405,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7584369858929411,160.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.244075854030643,-0.0074021914129068,0.0524005830995186,10.106527760308666,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-10-30,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,159985.SZ,1.0,,,0,,,False,False,159985.SZ,0.4869692359022444,0.4869692359022444,False,-0.001787310098302,-0.0013587571991477,-0.001787310098302,0.0003262397596408,3.262397596408562e-07,-0.0013590829956267,1.2423850516921602,66,0,False,37,27,,,,,0.4869692359022444,,0.0325704980498812,0.297200221830755,0.6775035124282892,0.1072389528340753,0.2334376050055547,0.1231584836134325,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.7602246529231577,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.001787310098302,1.2891605468371266,-0.001787310098302,-0.001787310098302,1.2891605468371266,0.0,0.0,0.3332642710437166,159985.SZ,159985.SZ,159985.SZ,159985.SZ,1.0,0.7602246529231577,0.7598984131635168,161.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2423850516921602,-0.0013590829956267,0.0489411985663532,3.0216611619428724,True,0.0,159985.SZ,1.0,1.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-11-02,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,159985.SZ,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,-0.008952551477171,-0.006805950339509,-0.008952551477171,0.7585815710849193,0.0007585815710849,-0.0075593690420926,1.2329934045940398,67,0,False,37,27,,,,,,,0.0301314846869328,0.4191042893737595,0.7105851239449936,0.2272247611038863,0.0867561388456386,0.1556072044930624,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.7602246529231577,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,-0.0099435989256938,1.27634165140855,-0.008952551477171,-0.0099435989256938,1.27634165140855,1.0,0.001,0.3338894495197843,159985.SZ,CASH,159985.SZ,CASH,1.0,0.0,0.7585815710849193,162.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2329934045940398,-0.0075593690420926,,,False,0.0,CASH,1.0,0.0,CASH,0.0,,,0.0,False,False,,,,,,,,,,,,,,
2020-11-03,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.2329934045940398,67,0,False,37,27,,,,,,,0.0432053044938318,0.5016356324558889,0.7667545937937518,0.1294667575438599,0.0181588491946408,0.153401493864458,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.27634165140855,0.0,0.0,1.27634165140855,0.0,0.0,0.3338942550219056,CASH,CASH,CASH,CASH,1.0,0.0,0.0,162.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2329934045940398,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-11-04,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.2329934045940398,67,0,False,37,27,,,,,,,0.061676715395833,0.4311846013296703,0.8035755009985648,0.0322992514293101,0.0002578985377476,0.113872827606886,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.27634165140855,0.0,0.0,1.27634165140855,0.0,0.0,0.3339005729519926,CASH,CASH,CASH,CASH,1.0,0.0,0.0,162.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2329934045940398,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
2020-11-05,baseline_strategy_return_vol,6,06_full_v11_add_overheat,06_full_v11_add_overheat,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.0,1.2329934045940398,67,0,False,37,27,,,,,,,0.1058451102062851,0.3749112252912888,0.7904269247699411,0.0264511411870254,0.0009036288340493,0.0953889078727345,4,0.7602246529231577,0.7602246529231577,0.7602246529231577,1.0,1.0,False,False,False,False,False,0.0,0.0,0.2,1.05,all_new_asset_50_wait_down,0.5,True,True,sina_raw_split_continuity_159941_pre_20220705_x0.25,0.0,1.27634165140855,0.0,0.0,1.27634165140855,0.0,0.0,0.3338881548709958,CASH,CASH,CASH,CASH,1.0,0.0,0.0,162.0,0.25,80.0,1.5,0.2,0.18,0.0,same_side_or_exit,1.2329934045940398,0.0,,,False,0.0,CASH,0.0,0.0,,,,,0.0,False,False,,,,,,,,,,,,,,
